"Time(s)","ax(g)","ay(g)","az(g)","wx(deg/s)","wy(deg/s)","wz(deg/s)","AngleX(deg)","AngleY(deg)","AngleZ(deg)","T(°)","Voltage(v)","q0","q1","q2","q3","label:rotate_direction","label:rotate_velocity","label:cantainer_volume","label:liquid_volume"
" 15:21:03.975","-0.4175","0.0161","0.8848","-15.3809","3.479","2.6855","3.9056","28.6139","-134.1705","27.61","3.62","0.36926","0.24033","0.0657","-0.89523","0","0","0","1"
" 15:21:03.993","-0.4639","0.252","0.9092","-28.8696","3.1128","0.1831","3.4717","28.6633","-134.3573","27.58","3.62","0.36865","0.23944","0.06888","-0.89548","0","0","0","1"
" 15:21:04.013","-0.5059","0.252","0.8721","-59.3872","0.1831","-3.2349","2.5269","28.6853","-134.5935","27.57","3.62","0.36871","0.23672","0.07584","-0.89563","0","0","0","1"
" 15:21:04.110","-0.5039","0.3081","0.811","-84.9609","-1.0986","-5.0049","1.0327","28.6633","-134.8737","27.6","3.62","0.36963","0.23193","0.08685","-0.89551","0","0","0","1"
" 15:21:04.110","-0.5493","-0.0068","0.812","-115.5396","-5.6152","-7.6294","-1.0822","28.5699","-135.1923","27.6","3.62","0.37146","0.22461","0.10251","-0.89496","0","0","0","1"
" 15:21:04.110","-0.5093","-0.1968","0.7852","-104.7363","-5.249","-9.0942","-3.2574","28.4491","-135.5383","27.61","3.62","0.37302","0.21695","0.11844","-0.89423","0","0","0","1"
" 15:21:04.133","-0.4727","-0.4263","0.8525","-74.2798","-2.8076","-6.7749","-5.0262","28.3722","-135.8734","27.61","3.62","0.37372","0.21094","0.13135","-0.89359","0","0","0","1"
" 15:21:04.133","-0.4575","-0.2471","0.8555","-52.3071","-0.9155","-4.5776","-6.2238","28.3447","-136.1646","27.54","3.62","0.37366","0.20718","0.14008","-0.89316","0","0","0","1"
" 15:21:04.137","-0.4473","-0.208","0.873","-50.6592","-0.3662","-4.9438","-7.2675","28.3337","-136.4502","27.62","3.62","0.37332","0.20404","0.14767","-0.89279","0","0","0","1"
" 15:21:04.152","-0.4893","-0.0103","0.8047","-44.7998","-0.7935","-3.418","-8.2013","28.3282","-136.7084","27.56","3.62","0.37296","0.20129","0.15448","-0.89243","0","0","0","1"
" 15:21:04.174","-0.436","-0.271","0.8164","-58.7158","-3.418","-4.3945","-9.3549","28.2568","-136.9171","27.63","3.62","0.37335","0.19727","0.1629","-0.89166","0","0","0","1"
" 15:21:04.192","-0.4473","-0.4893","0.7974","-34.668","-2.5635","-2.8076","-10.3052","28.1964","-137.1478","27.52","3.62","0.3732","0.194","0.16974","-0.89114","0","0","0","1"
" 15:21:04.291","-0.4873","0.1987","0.8521","-32.2876","-2.0752","-2.7466","-10.838","28.1635","-137.3236","27.57","3.62","0.37271","0.19226","0.17346","-0.89102","0","0","0","1"
" 15:21:04.291","-0.5259","0.0068","0.8149","-79.0405","-9.7046","-4.1504","-12.1179","28.0261","-137.4884","27.59","3.62","0.37354","0.18726","0.18271","-0.88989","0","0","0","1"
" 15:21:04.291","-0.5078","-0.1987","0.7988","-88.9893","-12.6953","-4.9438","-13.8098","27.7899","-137.6202","27.58","3.62","0.37521","0.18011","0.19498","-0.88806","0","0","0","1"
" 15:21:04.291","-0.4404","-0.5288","0.7974","-69.397","-11.9629","-7.2632","-15.3754","27.5427","-137.785","27.6","3.62","0.37628","0.17331","0.20615","-0.88644","0","0","0","1"
" 15:21:04.291","-0.395","-0.7539","0.792","-19.2261","-8.4839","-4.7607","-16.1829","27.3395","-137.9498","27.61","3.62","0.37616","0.16931","0.21161","-0.88596","0","0","0","1"
" 15:21:04.311","-0.4014","-0.4053","0.7905","4.6997","-5.4932","-4.3945","-16.2598","27.1967","-138.0542","27.63","3.62","0.37543","0.16812","0.21167","-0.88651","0","0","0","1"
" 15:21:04.343","-0.3677","-0.2925","0.9116","2.6245","-2.8687","-2.8687","-16.2488","27.0978","-138.1036","27.6","3.62","0.37497","0.16745","0.21124","-0.88693","0","0","0","1"
" 15:21:04.353","-0.4873","-0.2329","0.8618","-8.5449","-0.3052","-0.5493","-16.3916","27.0648","-138.0927","27.58","3.62","0.37521","0.16672","0.21225","-0.88672","0","0","0","1"
" 15:21:04.371","-0.5195","-0.2036","0.8325","-29.4189","-3.418","-4.2114","-16.8475","27.0099","-138.0872","27.58","3.62","0.37595","0.16479","0.21564","-0.88596","0","0","0","1"
" 15:21:04.392","-0.4023","-0.4971","0.8413","-17.2729","-3.2349","-3.418","-17.3804","26.9165","-138.0707","27.57","3.62","0.37674","0.16229","0.21951","-0.8851","0","0","0","1"
" 15:21:04.412","-0.3989","-0.3438","0.8276","-0.2441","-0.7935","-1.8921","-17.5232","26.8671","-138.0212","27.58","3.62","0.37732","0.16129","0.22055","-0.8848","0","0","0","1"
" 15:21:04.499","-0.4556","-0.2749","0.7988","-0.2441","-1.2207","-2.4414","-17.5781","26.8231","-137.9718","27.64","3.62","0.37778","0.16068","0.22095","-0.88461","0","0","0","1"
" 15:21:04.499","-0.438","-0.2485","0.8447","1.5259","-1.4038","-3.6011","-17.644","26.7682","-137.9279","27.67","3.62","0.37814","0.15994","0.22134","-0.88449","0","0","0","1"
" 15:21:04.500","-0.4097","-0.2695","0.8672","-18.0664","0.7324","0.061","-17.9022","26.7407","-137.8784","27.63","3.62","0.37888","0.15878","0.22333","-0.88388","0","0","0","1"
" 15:21:04.500","-0.4028","0.7773","1.0962","-85.3882","-4.2725","-14.5874","-18.7866","26.6693","-137.8894","27.58","3.62","0.38","0.15527","0.22998","-0.88232","0","0","0","1"
" 15:21:04.511","-0.4927","0.2358","0.8325","-150.6348","1.3428","-32.2876","-21.4233","26.4935","-138.3673","27.64","3.62","0.37967","0.14618","0.24911","-0.87881","0","0","0","1"
" 15:21:04.531","-0.4585","-0.5684","0.7109","-175.4761","2.5024","-24.9023","-24.8676","26.3562","-138.8397","27.64","3.62","0.38013","0.13474","0.27451","-0.87286","0","0","0","1"
" 15:21:04.553","-0.3867","-1.5288","0.6768","-117.4316","2.6245","-6.2866","-27.8174","26.2848","-138.9661","27.61","3.62","0.38245","0.12466","0.29657","-0.86609","0","0","0","1"
" 15:21:04.571","-0.3066","-1.6675","0.6587","-27.9541","4.5776","12.207","-29.1302","26.3617","-138.6145","27.62","3.62","0.3866","0.11993","0.30707","-0.86127","0","0","0","1"
" 15:21:04.611","-0.4175","-0.833","0.541","31.9214","3.8452","19.6533","-28.7622","26.5649","-137.9059","27.52","3.62","0.39182","0.12088","0.30554","-0.85931","0","0","0","1"
" 15:21:04.613","-0.3354","-0.3491","0.5786","29.3579","6.958","16.2354","-28.0591","26.7462","-137.1698","27.64","3.62","0.39679","0.1228","0.30148","-0.85818","0","0","0","1"
" 15:21:04.696","-0.5586","-0.1611","0.6724","6.3477","5.3101","13.4888","-27.7679","26.9495","-136.5216","27.58","3.62","0.40155","0.12369","0.30054","-0.85617","0","0","0","1"
" 15:21:04.696","-0.4956","-0.3091","0.7412","-18.3105","-5.0659","12.6343","-27.9712","26.9934","-135.824","27.62","3.62","0.40704","0.12149","0.30295","-0.85306","0","0","0","1"
" 15:21:04.696","-0.4951","-0.2139","0.7681","-35.7666","-10.9863","10.8643","-28.4326","26.944","-135.1044","27.57","3.62","0.41278","0.11755","0.30695","-0.8494","0","0","0","1"
" 15:21:04.696","-0.4976","-0.3008","0.7729","-49.0112","-12.9395","8.3618","-29.2017","26.8341","-134.3463","27.62","3.62","0.41907","0.11182","0.31308","-0.84485","0","0","0","1"
" 15:21:04.710","-0.4854","-0.2417","0.8003","-60.8521","-11.8408","0.4272","-30.2179","26.6858","-133.6926","27.59","3.62","0.42462","0.10513","0.32077","-0.84","0","0","0","1"
" 15:21:04.730","-0.4629","-0.1455","0.7275","-93.6279","-12.9395","-6.7139","-31.723","26.488","-133.1818","27.64","3.62","0.42941","0.09653","0.33173","-0.83435","0","0","0","1"
" 15:21:04.751","-0.46","-0.1221","0.5977","-132.019","-17.8223","-9.3994","-33.9258","26.2079","-132.6819","27.61","3.62","0.43439","0.08463","0.34729","-0.82669","0","0","0","1"
" 15:21:04.770","-0.354","-0.7959","0.6099","-149.292","-19.3481","-8.9111","-36.7603","25.8783","-132.0282","27.57","3.62","0.44043","0.06921","0.36716","-0.81628","0","0","0","1"
" 15:21:04.790","-0.3101","-1.1987","0.6768","-93.75","-8.3008","-8.8501","-39.0674","25.6091","-131.3141","27.56","3.62","0.44629","0.05591","0.38315","-0.8067","0","0","0","1"
" 15:21:04.811","-0.3955","-0.9937","0.6807","-49.3774","-1.3428","-2.6245","-40.3473","25.4993","-130.567","27.63","3.62","0.4519","0.04752","0.39218","-0.79977","0","0","0","1"
" 15:21:04.892","-0.4385","-0.792","0.6196","-23.0713","0.9766","1.77","-40.9735","25.4773","-129.743","27.67","3.62","0.45782","0.04205","0.39679","-0.7944","0","0","0","1"
" 15:21:04.892","-0.3677","-0.9014","0.6284","-3.7842","2.3193","4.6387","-41.2372","25.4993","-128.8751","27.64","3.62","0.46399","0.03815","0.39896","-0.78992","0","0","0","1"
" 15:21:04.892","-0.416","-0.9136","0.5786","-1.1597","3.1128","6.3477","-41.2921","25.5762","-127.9797","27.64","3.62","0.47028","0.03534","0.39984","-0.78589","0","0","0","1"
" 15:21:04.892","-0.4434","-0.6255","0.606","14.9536","0.6104","10.8032","-41.012","25.6531","-126.9855","27.63","3.62","0.47714","0.03363","0.39844","-0.78253","0","0","0","1"
" 15:21:04.909","-0.4478","-0.5498","0.6094","7.6904","-2.3804","11.8408","-40.7483","25.7245","-125.8923","27.66","3.62","0.48468","0.03149","0.39719","-0.77863","0","0","0","1"
" 15:21:04.929","-0.4209","-0.5547","0.6123","-2.8076","-4.2725","8.0566","-40.6879","25.7465","-124.7992","27.64","3.62","0.4921","0.02811","0.39716","-0.77411","0","0","0","1"
" 15:21:04.950","-0.4238","-0.5635","0.6123","-3.2349","-4.8218","5.0049","-40.7098","25.719","-123.7555","27.64","3.62","0.49908","0.02417","0.39746","-0.76956","0","0","0","1"
" 15:21:04.970","-0.4121","-0.751","0.6069","-0.2441","-6.0425","4.6387","-40.7428","25.6586","-122.7118","27.64","3.62","0.50595","0.01999","0.39764","-0.76511","0","0","0","1"
" 15:21:04.990","-0.4497","-0.6201","0.626","10.6201","-5.4321","3.7231","-40.556","25.5872","-121.701","27.67","3.62","0.51257","0.01678","0.39636","-0.76144","0","0","0","1"
" 15:21:05.089","-0.4521","-0.5889","0.6768","9.3384","-5.5542","1.4648","-40.3528","25.4993","-120.7123","27.54","3.62","0.51889","0.01367","0.39484","-0.758","0","0","0","1"
" 15:21:05.089","-0.4556","-0.4956","0.6563","3.1128","-5.0049","0.2441","-40.2264","25.4059","-119.7839","27.57","3.62","0.52487","0.01038","0.3938","-0.75446","0","0","0","1"
" 15:21:05.089","-0.4526","-0.3643","0.6211","-20.9961","-9.9487","-0.3662","-40.4187","25.285","-118.8391","27.62","3.62","0.53091","0.00534","0.39471","-0.74979","0","0","0","1"
" 15:21:05.089","-0.3604","-0.8237","0.668","-33.2642","-10.376","-2.2583","-41.0449","25.1093","-117.8448","27.58","3.62","0.53708","-0.00226","0.39816","-0.74356","0","0","0","1"
" 15:21:05.108","-0.3813","-0.5469","0.6489","-47.4854","-13.4277","-3.6011","-41.7316","24.917","-116.889","27.6","3.62","0.54294","-0.01019","0.40182","-0.73724","0","0","0","1"
" 15:21:05.108","-0.3696","-0.7856","0.6802","-25.0244","-5.6152","-6.958","-42.4237","24.7137","-116.0321","27.62","3.62","0.548","-0.01797","0.40546","-0.73135","0","0","0","1"
" 15:21:05.128","-0.4302","-0.4722","0.6177","-29.3579","-4.1504","-6.6528","-42.9236","24.5764","-115.274","27.57","3.62","0.55249","-0.02405","0.40799","-0.72638","0","0","0","1"
" 15:21:05.151","-0.3848","-0.6353","0.6421","-51.3306","-6.4697","-8.3618","-43.8245","24.3951","-114.4995","27.56","3.62","0.55682","-0.03244","0.41281","-0.71997","0","0","0","1"
" 15:21:05.169","-0.4043","-0.5942","0.6235","-47.9736","-3.3569","-5.0049","-44.7748","24.2688","-113.7524","27.61","3.62","0.56097","-0.04068","0.41806","-0.71329","0","0","0","1"
" 15:21:05.190","-0.3984","-0.8174","0.6211","-36.5601","-0.1221","-2.5024","-45.6702","24.1974","-112.9944","27.58","3.62","0.56519","-0.04834","0.42303","-0.70651","0","0","0","1"
" 15:21:05.325","-0.4063","-0.7163","0.5874","-40.5273","-1.6479","-2.4414","-46.4502","24.1425","-112.2198","27.62","3.62","0.56949","-0.05545","0.42725","-0.69995","0","0","0","1"
" 15:21:05.325","-0.4551","-0.6714","0.543","-40.5273","-1.4648","-2.1973","-47.2357","24.0985","-111.4288","27.59","3.62","0.57382","-0.06265","0.43146","-0.69321","0","0","0","1"
" 15:21:05.325","-0.3994","-0.6665","0.5542","-45.3491","-2.2583","-2.5635","-48.0981","24.0381","-110.6323","27.59","3.62","0.578","-0.07043","0.43597","-0.68613","0","0","0","1"
" 15:21:05.325","-0.3755","-0.7661","0.5444","-52.002","-2.8687","-0.4272","-49.0924","23.9941","-109.8029","27.57","3.62","0.58221","-0.07892","0.44116","-0.67828","0","0","0","1"
" 15:21:05.325","-0.3501","-0.6807","0.4424","-93.3838","-13.1836","4.3945","-50.4547","23.9392","-108.8086","27.65","3.62","0.58694","-0.09012","0.44824","-0.66809","0","0","0","1"
" 15:21:05.325","-0.3936","-1.0161","0.5825","-75.4395","-9.3994","9.8877","-52.0587","23.9502","-107.677","27.61","3.62","0.59213","-0.10272","0.4566","-0.65591","0","0","0","1"
" 15:21:05.328","-0.376","-0.8936","0.4888","-46.6919","-5.8594","8.0566","-53.064","23.9941","-106.6333","27.62","3.62","0.59723","-0.11188","0.46149","-0.6463","0","0","0","1"
" 15:21:05.348","-0.3848","-0.7173","0.5103","-39.1235","-3.0518","7.1411","-53.7781","24.0436","-105.6555","27.61","3.62","0.60211","-0.1192","0.46472","-0.63812","0","0","0","1"
" 15:21:05.399","-0.4238","-0.8345","0.4873","-38.6353","-1.5869","6.5918","-54.5306","24.1205","-104.7162","27.63","3.62","0.60663","-0.1265","0.46817","-0.62982","0","0","0","1"
" 15:21:05.408","-0.4473","-0.6069","0.5122","-37.9028","-1.5869","6.2256","-55.2008","24.2029","-103.7988","27.63","3.62","0.61105","-0.13327","0.47113","-0.62192","0","0","0","1"
" 15:21:05.408","-0.4448","-0.4063","0.4814","-72.4487","-4.0894","4.7607","-56.2775","24.2743","-102.8595","27.66","3.62","0.61496","-0.14246","0.47607","-0.61218","0","0","0","1"
" 15:21:05.428","-0.3462","-0.9087","0.457","-90.3931","-4.2725","1.3428","-57.9803","24.3073","-101.9257","27.61","3.62","0.6178","-0.15533","0.48398","-0.59988","0","0","0","1"
" 15:21:05.446","-0.3945","-0.8838","0.376","-69.458","-4.0283","0.3052","-59.436","24.3018","-101.0358","27.61","3.62","0.62033","-0.16699","0.4903","-0.5889","0","0","0","1"
" 15:21:05.501","-0.3691","-0.9639","0.3159","-59.021","-7.3242","1.6479","-60.6116","24.2743","-100.1019","27.63","3.62","0.62326","-0.17761","0.49475","-0.57889","0","0","0","1"
" 15:21:05.501","-0.3594","-1.1646","0.2939","-39.4287","-7.5684","2.8687","-61.5454","24.2303","-99.1296","27.61","3.62","0.62656","-0.18716","0.49771","-0.56973","0","0","0","1"
" 15:21:05.508","-0.3711","-1.0649","0.3267","-7.1411","-4.8828","5.188","-61.8475","24.2139","-98.1793","27.61","3.62","0.63071","-0.19308","0.49756","-0.56326","0","0","0","1"
" 15:21:05.542","-0.395","-0.8213","0.3784","4.7607","-2.9907","6.5918","-61.7651","24.2358","-97.262","27.65","3.62","0.63538","-0.19641","0.4957","-0.55847","0","0","0","1"
" 15:21:05.548","-0.4165","-0.748","0.4097","-0.6714","-3.6621","5.9204","-61.7047","24.2688","-96.3556","27.59","3.62","0.63995","-0.1998","0.49396","-0.55353","0","0","0","1"
" 15:21:05.602","-0.4385","-0.6694","0.4141","-10.9253","-7.1411","3.479","-61.7816","24.2688","-95.4272","27.61","3.62","0.64429","-0.20425","0.49268","-0.548","0","0","0","1"
" 15:21:05.603","-0.4131","-0.7866","0.3794","-7.9346","-7.7515","-0.5493","-61.9409","24.1919","-94.5044","27.64","3.62","0.64822","-0.20956","0.49146","-0.54245","0","0","0","1"
" 15:21:05.608","-0.3643","-0.8574","0.3979","-0.6714","-6.5308","-4.0894","-61.9958","24.0546","-93.631","27.72","3.62","0.65195","-0.21442","0.4895","-0.53781","0","0","0","1"
" 15:21:05.684","-0.5293","-0.0313","0.3105","-40.7715","-14.7095","-6.3477","-62.2156","23.8788","-92.7631","27.54","3.62","0.65521","-0.22046","0.48813","-0.53265","0","0","0","1"
" 15:21:05.684","-0.3384","-1.0669","0.3975","-82.9468","-15.564","-9.5215","-63.6328","23.5986","-91.7688","27.61","3.62","0.65637","-0.23447","0.49146","-0.52206","0","0","0","1"
" 15:21:05.684","-0.4106","-0.8037","0.3818","-54.1992","-5.7373","-10.0098","-64.7919","23.4064","-90.9558","27.65","3.62","0.6572","-0.24573","0.49414","-0.51324","0","0","0","1"
" 15:21:05.687","-0.3491","-1.0039","0.332","-51.9409","-7.4463","-10.376","-65.8685","23.1757","-90.1758","27.59","3.62","0.65778","-0.25659","0.49619","-0.50513","0","0","0","1"
" 15:21:05.707","-0.3926","-1.1191","0.2617","-25.2075","-6.4087","-8.667","-66.5936","22.9614","-89.3848","27.61","3.62","0.65912","-0.26541","0.49664","-0.49835","0","0","0","1"
" 15:21:05.727","-0.3428","-0.9976","0.3306","-14.8315","-6.5918","-3.8452","-66.9507","22.7966","-88.5498","27.62","3.62","0.6615","-0.27203","0.49548","-0.49274","0","0","0","1"
" 15:21:05.748","-0.4702","-0.2944","0.252","-23.5596","-7.2632","-0.7935","-67.2693","22.7032","-87.7148","27.67","3.62","0.66409","-0.27798","0.49445","-0.48694","0","0","0","1"
" 15:21:05.767","-0.3877","-0.978","0.2148","-94.4214","-15.625","4.3335","-68.8184","22.6318","-86.6711","27.68","3.62","0.66446","-0.2919","0.49802","-0.47452","0","0","0","1"
" 15:21:05.786","-0.3838","-0.8848","0.2305","-103.6987","-15.3809","7.6904","-70.6531","22.6758","-85.6055","27.68","3.62","0.66412","-0.30695","0.5029","-0.46008","0","0","0","1"
" 15:21:05.807","-0.2993","-1.1182","0.3535","-95.9473","-10.0708","11.2305","-72.5262","22.8021","-84.5673","27.55","3.62","0.66336","-0.32166","0.50803","-0.44525","0","0","0","1"
" 15:21:05.827","-0.3423","-1.252","0.3257","-58.3496","-3.0518","14.2212","-73.9105","23.0219","-83.6554","27.58","3.62","0.66342","-0.33258","0.51169","-0.43277","0","0","0","1"
" 15:21:05.846","-0.3691","-1.0464","0.2754","-25.3296","2.6245","14.1602","-74.5587","23.2855","-82.8864","27.62","3.62","0.66504","-0.33838","0.51303","-0.42416","0","0","0","1"
" 15:21:05.942","-0.3652","-0.8931","0.1929","-15.1978","5.188","12.6953","-74.8663","23.5382","-82.2107","27.64","3.62","0.66724","-0.34186","0.51324","-0.4176","0","0","0","1"
" 15:21:05.942","-0.3608","-0.897","0.042","-22.4609","4.2725","13.7939","-75.2124","23.7854","-81.557","27.61","3.62","0.66913","-0.34549","0.51364","-0.41104","0","0","0","1"
" 15:21:05.942","-0.3862","-0.8125","0.124","-46.5698","-1.6479","14.7705","-75.899","24.0436","-80.8099","27.61","3.62","0.67029","-0.3515","0.51495","-0.40234","0","0","0","1"
" 15:21:05.942","-0.4092","-1.002","0.127","-31.9824","-1.8311","12.0239","-76.6626","24.2633","-80.0464","27.62","3.62","0.67108","-0.35831","0.51617","-0.39334","0","0","0","1"
" 15:21:05.970","-0.4468","-0.7031","0.1973","-18.1274","-3.3569","9.6436","-77.0416","24.4281","-79.2938","27.61","3.62","0.67282","-0.36304","0.51584","-0.38641","0","0","0","1"
" 15:21:05.971","-0.4067","-0.9575","0.1411","-15.9302","-3.6011","4.2725","-77.3877","24.516","-78.5358","27.7","3.62","0.67444","-0.36804","0.51495","-0.37994","0","0","0","1"
" 15:21:05.985","-0.4155","-0.9199","0.1489","1.0986","-0.5493","0.1221","-77.4646","24.516","-77.8656","27.67","3.62","0.67639","-0.37152","0.51306","-0.37567","0","0","0","1"
" 15:21:06.006","-0.4219","-0.7993","0.1309","2.2583","-0.4272","-3.6621","-77.4152","24.4501","-77.2559","27.65","3.62","0.67841","-0.37427","0.51062","-0.37259","0","0","0","1"
" 15:21:06.026","-0.4048","-0.877","0.1323","2.1973","-0.5493","-7.2021","-77.4097","24.3182","-76.6516","27.59","3.62","0.68008","-0.37759","0.50803","-0.36972","0","0","0","1"
" 15:21:06.052","-0.4258","-0.7935","0.1045","4.5166","-1.1597","-8.728","-77.3547","24.137","-76.0858","27.63","3.62","0.6817","-0.38065","0.50516","-0.36752","0","0","0","1"
" 15:21:06.144","-0.4141","-0.8325","0.1787","6.1035","-3.3569","-8.7891","-77.3218","23.9502","-75.4541","27.6","3.62","0.68344","-0.38416","0.50208","-0.36487","0","0","0","1"
" 15:21:06.144","-0.4424","-0.5112","0.064","-84.6558","-22.7661","-16.7847","-78.2007","23.6426","-74.6027","27.55","3.62","0.68246","-0.39468","0.50055","-0.35748","0","0","0","1"
" 15:21:06.144","-0.3242","-1.3955","0.1484","-59.2651","-14.9536","-13.5498","-79.6069","23.313","-73.7018","27.64","3.62","0.6796","-0.40857","0.50021","-0.34772","0","0","0","1"
" 15:21:06.144","-0.2871","-1.3271","0.1479","-9.8267","-5.7373","-7.7515","-80.1288","23.0878","-72.9712","27.57","3.62","0.67941","-0.41595","0.49811","-0.34229","0","0","0","1"
" 15:21:06.147","-0.3481","-0.8696","0.1743","-1.6479","-3.3569","-5.249","-80.1508","22.934","-72.334","27.7","3.62","0.68091","-0.41956","0.49515","-0.3392","0","0","0","1"
" 15:21:06.166","-0.4072","-0.7866","0.1958","-27.9541","-2.8687","-5.249","-80.5408","22.8186","-71.7133","27.59","3.62","0.68103","-0.42508","0.4935","-0.33444","0","0","0","1"
" 15:21:06.186","-0.3447","-0.9878","0.1807","-38.7573","-2.6855","-3.6011","-81.2219","22.7197","-71.1035","27.61","3.62","0.68002","-0.43222","0.49271","-0.3284","0","0","0","1"
" 15:21:06.207","-0.3354","-1.0156","0.0566","-37.5366","-1.0376","-1.5259","-81.925","22.6703","-70.5212","27.61","3.62","0.67889","-0.43915","0.49228","-0.3222","0","0","0","1"
" 15:21:06.225","-0.4326","-0.6899","0.0264","-63.1714","-3.7231","0.4272","-82.9028","22.6648","-69.917","27.64","3.62","0.67679","-0.44754","0.49261","-0.31442","0","0","0","1"
" 15:21:06.245","-0.4224","-0.3257","-0.0518","-100.708","-8.8501","-0.3052","-84.5837","22.6813","-69.2084","27.64","3.62","0.67209","-0.46039","0.49442","-0.30298","0","0","0","1"
" 15:21:06.327","-0.3789","-0.8174","-0.1201","-203.2471","-18.4326","-0.8545","-87.9401","22.6758","-68.3185","27.61","3.62","0.66049","-0.48383","0.4993","-0.28323","0","0","0","1"
" 15:21:06.327","-0.3154","-1.3745","-0.0781","-160.5225","-10.437","2.6855","-91.4172","22.7747","-67.5","27.64","3.62","0.64767","-0.50677","0.50449","-0.26279","0","0","0","1"
" 15:21:06.336","-0.3032","-1.2988","-0.1235","-118.9575","-7.8735","4.8828","-93.9551","22.868","-66.8079","27.55","3.62","0.638","-0.52371","0.50742","-0.24713","0","0","0","1"
" 15:21:06.337","-0.3711","-1.1699","-0.1846","-88.623","-7.8735","8.4229","-95.8173","23.0273","-66.1212","27.64","3.62","0.63126","-0.53638","0.50882","-0.23413","0","0","0","1"
" 15:21:06.346","-0.3828","-1.1367","-0.1919","-67.9932","-6.5308","8.1787","-97.207","23.1921","-65.473","27.64","3.62","0.62637","-0.5462","0.50919","-0.22342","0","0","0","1"
" 15:21:06.364","-0.3735","-1.124","-0.1904","-34.9731","-5.0049","9.2773","-98.053","23.3569","-64.8633","27.59","3.62","0.6239","-0.55283","0.50854","-0.21533","0","0","0","1"
" 15:21:06.386","-0.3745","-0.7979","-0.1738","-19.3481","-2.6245","9.5215","-98.421","23.5272","-64.3085","27.62","3.62","0.62357","-0.55661","0.50723","-0.20966","0","0","0","1"
" 15:21:06.405","-0.3647","-0.6548","-0.1118","-26.3672","-0.4272","7.3242","-98.8605","23.67","-63.8031","27.57","3.62","0.62268","-0.56064","0.50613","-0.2041","0","0","0","1"
" 15:21:06.424","-0.4141","-0.6768","-0.1074","-58.5938","0.1831","5.0049","-99.8328","23.7744","-63.3582","27.61","3.62","0.61893","-0.56744","0.50607","-0.19672","0","0","0","1"
" 15:21:06.446","-0.415","-0.4365","-0.1826","-116.5161","-6.4697","1.1597","-101.5961","23.8623","-62.8143","27.63","3.62","0.61124","-0.57898","0.50659","-0.18549","0","0","0","1"
" 15:21:06.527","-0.4028","-1.0845","-0.3203","-123.23","-6.5308","-5.0049","-104.046","23.8678","-62.2046","27.58","3.62","0.59964","-0.59457","0.50735","-0.17142","0","0","0","1"
" 15:21:06.527","-0.3403","-1.2832","-0.3677","-66.2842","-3.2959","-7.3853","-105.7379","23.7744","-61.6223","27.65","3.62","0.5914","-0.60632","0.50641","-0.16144","0","0","0","1"
" 15:21:06.527","-0.3237","-1.0298","-0.3442","-19.165","1.4038","-8.7891","-106.3586","23.6041","-61.106","27.58","3.62","0.58838","-0.61243","0.50388","-0.15717","0","0","0","1"
" 15:21:06.529","-0.3501","-0.873","-0.3345","-10.3149","3.6621","-7.2632","-106.5619","23.4119","-60.672","27.64","3.62","0.5874","-0.61612","0.50113","-0.1553","0","0","0","1"
" 15:21:06.544","-0.376","-0.9736","-0.3242","-18.4326","4.8218","-3.2959","-106.8585","23.2745","-60.2985","27.62","3.62","0.58594","-0.61978","0.49902","-0.15298","0","0","0","1"
" 15:21:06.570","-0.4165","-0.8872","-0.248","-1.0986","2.9907","-1.8311","-107.0123","23.1976","-59.9359","27.62","3.62","0.58539","-0.62247","0.49695","-0.15097","0","0","0","1"
" 15:21:06.583","-0.4136","-0.9058","-0.2397","1.5259","6.0425","-6.7749","-107.0288","23.0603","-59.5789","27.65","3.62","0.58542","-0.6246","0.49454","-0.14993","0","0","0","1"
" 15:21:06.603","-0.3745","-0.7446","-0.3472","-1.0376","4.5166","-8.1177","-107.0178","22.8625","-59.2163","27.68","3.62","0.58548","-0.6268","0.49182","-0.14944","0","0","0","1"
" 15:21:06.623","-0.3569","-0.4585","-0.3354","-36.5601","-1.2207","-6.897","-107.4298","22.7142","-58.7769","27.64","3.62","0.5834","-0.63135","0.48935","-0.14639","0","0","0","1"
" 15:21:06.715","-0.3291","-1.1563","-0.2983","-113.0981","-3.2959","-6.958","-109.2865","22.5879","-58.2495","27.62","3.62","0.57343","-0.64343","0.48825","-0.13663","0","0","0","1"
" 15:21:06.715","-0.3203","-1.0674","-0.4453","-60.3027","4.3945","-2.8076","-110.8026","22.5055","-57.887","27.67","3.62","0.56503","-0.65283","0.48764","-0.12894","0","0","0","1"
" 15:21:06.715","-0.3228","-1.0708","-0.4512","-29.9072","2.5024","-2.0752","-111.6321","22.4231","-57.5244","27.63","3.62","0.56049","-0.65872","0.48621","-0.12415","0","0","0","1"
" 15:21:06.715","-0.3882","-0.9824","-0.4365","-13.6108","1.4648","-2.7466","-112.0111","22.3407","-57.1399","27.62","3.62","0.5585","-0.66248","0.48413","-0.12122","0","0","0","1"
" 15:21:06.722","-0.4087","-0.8745","-0.4194","-2.0142","0","-0.9766","-112.088","22.2858","-56.7499","27.69","3.62","0.55832","-0.6647","0.48175","-0.11935","0","0","0","1"
" 15:21:06.742","-0.3555","-0.6221","-0.3276","-23.1934","-0.3052","0.9155","-112.3077","22.2748","-56.3544","27.57","3.62","0.55743","-0.66745","0.47964","-0.11661","0","0","0","1"
